-20.030150753768844; -4.497737556561084; -4.285067873303167; -4.972850678733032
-19.467336683417084; -3.6696832579185514; -3.5927601809954743; -3.778280542986425
-19.015075376884422; -3.2352941176470567; -3.194570135746606; -3.289592760180995
-18.532663316582916; -2.891402714932126; -2.855203619909501; -2.9230769230769225
-18.07035175879397; -2.6742081447963795; -2.651583710407239; -2.7104072398190038
-17.55778894472362; -2.4253393665158365; -2.4027149321266963; -2.461538461538461
-17.06532663316583; -2.3665158371040715; -2.3348416289592753; -2.4072398190045243
-16.542713567839197; -2.4027149321266963; -2.3619909502262435; -2.466063348416289
-16.09045226130653; -2.235294117647058; -2.1900452488687776; -2.3122171945701346
-15.597989949748744; -2.099547511312216; -2.0316742081447954; -2.1945701357466056
-15.08542713567839; -2.085972850678732; -2.004524886877827; -2.217194570135746
-14.512562814070352; -1.9864253393665148; -1.8642533936651573; -2.1809954751131215
-13.909547738693467; -2.085972850678732; -1.914027149321266; -2.39366515837104
-13.567839195979898; -2.0316742081447954; -1.8371040723981888; -2.4253393665158365
-13.025125628140703; -1.7601809954751122; -1.5384615384615374; -2.3031674208144786
-12.36180904522613; -1.7963800904977365; -1.502262443438913; -6.25475113122172
-11.77889447236181; -1.4343891402714921; -1.1402714932126685; -6.25475113122172
