-24.240282685512366; -4.835443037974683; -4.5316455696202524; -6.031645569620254
-23.73851590106007; -3.9303797468354436; -3.797468354430381; -4.117088607594937
-23.236749116607776; -3.7594936708860764; -3.6424050632911396; -3.901898734177215
-22.742049469964666; -3.1265822784810133; -3.0696202531645573; -3.1930379746835444
-22.240282685512366; -2.721518987341773; -2.6835443037974693; -2.768987341772153
-21.752650176678443; -2.509493670886077; -2.481012658227849; -2.5411392405063298
-21.243816254416963; -2.4050632911392413; -2.382911392405064; -2.4430379746835453
-20.74911660777385; -2.278481012658229; -2.2531645569620267; -2.306962025316457
-20.254416961130744; -2.2658227848101276; -2.2405063291139253; -2.2974683544303804
-19.752650176678447; -2.1329113924050644; -2.1044303797468364; -2.1740506329113933
-19.25088339222615; -2.1645569620253173; -2.1234177215189884; -2.218354430379748
-18.763250883392228; -2.08860759493671; -2.0348101265822796; -2.1550632911392418
-18.254416961130744; -1.9556962025316467; -1.889240506329115; -2.037974683544305
