-23.742574257425744; -5.11788617886179; -4.890243902439026; -6.504065040650406
-23.247524752475247; -4.516260162601627; -4.390243902439025; -4.711382113821139
-22.745874587458747; -3.540650406504066; -3.495934959349594; -3.59349593495935
-22.244224422442244; -3.0691056910569117; -3.040650406504066; -3.10569105691057
-21.74917491749175; -2.723577235772358; -2.7073170731707323; -2.752032520325204
-21.254125412541256; -2.540650406504066; -2.52439024390244; -2.5650406504065053
-20.752475247524753; -2.44308943089431; -2.4268292682926838; -2.4634146341463423
-20.25082508250825; -2.43089430894309; -2.410569105691058; -2.455284552845529
-19.755775577557756; -2.386178861788619; -2.369918699186993; -2.406504065040651
-19.254125412541256; -2.3536585365853666; -2.3373983739837407; -2.3780487804878057
-18.759075907590763; -2.296747967479676; -2.2804878048780495; -2.321138211382115
-18.25742574257426; -2.2154471544715455; -2.1910569105691065; -2.243902439024391
-17.762376237623766; -2.235772357723578; -2.203252032520326; -2.2723577235772363
-17.260726072607262; -2.073170731707318; -2.0365853658536595; -2.1178861788617893
-16.759075907590763; -1.9552845528455292; -1.9105691056910579; -2.0081300813008136
-16.26402640264027; -1.8658536585365861; -1.8089430894308955; -1.93089430894309
-15.762376237623766; -2.0934959349593507; -2.000000000000001; -2.227642276422765
-15.26732673267327; -1.7642276422764236; -1.6463414634146352; -1.9430894308943096
