-20.74916387959866; -5.427983539094649; -5.123456790123441; -6.580246913580251
-19.75250836120401; -4.946502057613167; -4.748971193415635; -5.320987654320989
-19.25083612040134; -4.275720164609053; -4.1728395061728385; -4.4156
-18.74916387959866; -3.4485596707818904; -3.4074074074074057; -3.497942386831276
-18.247491638795985; -3.0041152263374467; -2.9794238683127547; -3.037037037037035
-17.75250836120401; -2.580246913580244; -2.5596707818930016; -2.600823045267487
-17.25083612040134; -2.4074074074074048; -2.3909465020576106; -2.4238683127571994
-16.74916387959866; -2.2263374485596676; -2.209876543209874; -2.2427983539094623
-16.254180602006688; -2.1358024691357995; -2.123456790123454; -2.152263374485594
-15.752508361204015; -2.0781893004115197; -2.0617283950617256; -2.0987654320987623
-15.250836120401338; -1.9588477366255115; -1.9423868312757173; -1.983539094650203
-14.749163879598663; -1.9053497942386801; -1.8847736625514373; -1.93415637860082
-14.25418060200669; -1.888888888888886; -1.860082304526746; -1.9218106995884745
-13.752508361204013; -1.851851851851849; -1.8148148148148118; -1.888888888888886
-13.250836120401337; -1.9053497942386801; -1.851851851851849; -1.9629629629629601
-12.749163879598662; -1.7736625514403261; -1.699588477366252; -1.8559670781892974
-12.25418060200669; -2.197530864197528; -2.069958847736623; -2.3909465020576106
-11.752508361204013; -1.9465020576131657; -1.7119341563785977; -2.481481481481479
