-23.755244755244753; -5.420600858369099; -5.124463519313306; -6.536480686695276
-23.25174825174825; -4.725321888412018; -4.566523605150213; -4.97854077253219
-22.755244755244753; -3.836909871244636; -3.7682403433476397; -3.9141630901287563
-22.25174825174825; -3.2403433476394854; -3.201716738197425; -3.2789699570815456
-21.755244755244753; -2.815450643776824; -2.793991416309013; -2.8454935622317596
-21.25174825174825; -2.6266094420600856; -2.6094420600858372; -2.652360515021459
-20.755244755244753; -2.4463519313304722; -2.4334763948497855; -2.4721030042918457
-20.25174825174825; -2.3819742489270386; -2.360515021459227; -2.407725321888412
-19.755244755244753; -2.334763948497854; -2.317596566523605; -2.356223175965665
-19.25174825174825; -2.291845493562232; -2.2703862660944205; -2.3090128755364807
-18.748251748251747; -2.218884120171674; -2.2017167381974247; -2.2360515021459233
-18.244755244755243; -2.214592274678112; -2.1888412017167376; -2.236051502145923
-17.755244755244753; -2.060085836909871; -2.03862660944206; -2.081545064377682
-17.244755244755243; -2.0987124463519313; -2.072961373390558; -2.13304721030043
-16.755244755244753; -1.9313304721030042; -1.8969957081545057; -1.9699570815450647
-16.244755244755247; -1.8454935622317599; -1.798283261802575; -1.88412017167382
-15.748251748251745; -1.7339055793991416; -1.682403433476395; -1.7854077253218883
-15.244755244755245; -1.8369098712446352; -1.7639484978540776; -1.931330472103005
-14.748251748251745; -2.1716738197424896; -2.0085836909871224; -2.4248927038626644
